Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
MARUTI,EQ,7964.95,7980.0,7980.05,7869.1,7879.0,7889.9,7910.53,440508,348465288595000.0,52873,257433,0.5844
MARUTI,EQ,7889.9,7949.0,7978.0,7715.0,7735.0,7739.95,7831.68,564788,442323634464999.94,48920,218687,0.3872
MARUTI,EQ,7739.95,7735.1,7920.0,7651.0,7902.3,7897.35,7820.87,768225,600818995105000.0,72357,318837,0.41500000000000004
MARUTI,EQ,7897.35,7960.0,8007.8,7925.0,7984.0,7978.2,7970.25,486217,387527209020000.0,55603,230262,0.4736
MARUTI,EQ,7978.2,8055.35,8069.05,7855.0,7867.15,7888.3,7911.91,516298,408490273395000.0,78087,225861,0.4375
MARUTI,EQ,7888.3,7894.0,7933.9,7830.6,7838.0,7847.2,7883.88,301347,237578227415000.0,33581,120614,0.40020000000000006
MARUTI,EQ,7847.2,7836.0,7901.0,7807.2,7832.0,7831.05,7850.97,272177,213685348795000.0,36700,94712,0.348
MARUTI,EQ,7831.05,7864.95,7919.0,7845.05,7906.9,7903.2,7882.2,440453,347174018175000.0,36002,154233,0.3502
MARUTI,EQ,7903.2,7909.0,7957.0,7866.7,7891.2,7896.7,7906.04,261839,207010997790000.0,34666,115479,0.441
MARUTI,EQ,7896.7,7890.5,7934.9,7885.3,7886.0,7893.7,7909.7,224485,177560792720000.0,32869,126536,0.5637
MARUTI,EQ,7893.7,7892.0,7898.85,7801.0,7830.0,7825.15,7837.28,644166,504850764745000.0,96296,401237,0.6229
MARUTI,EQ,7825.15,7845.0,7918.0,7830.0,7897.85,7904.25,7878.22,396436,312320969005000.0,33477,157885,0.3983
MARUTI,EQ,7904.25,7900.0,7940.0,7860.05,7872.0,7874.15,7885.25,328108,258721230719999.97,38728,203901,0.6214000000000001
MARUTI,EQ,7874.15,7900.0,7935.0,7814.0,7847.0,7842.0,7854.84,502632,394809568580000.0,58158,275290,0.5477000000000001
MARUTI,EQ,7842.0,7851.0,7902.3,7830.9,7856.0,7838.9,7861.99,304861,239681346425000.0,29378,135132,0.44329999999999997
MARUTI,EQ,7838.9,7859.0,7873.05,7748.2,7780.0,7784.05,7802.69,489207,381713131190000.0,45687,171926,0.3514
MARUTI,EQ,7784.05,7803.0,7803.0,7690.0,7694.0,7731.1,7754.3,115449,89522647850000.0,13032,58460,0.5064
MARUTI,EQ,7731.1,7748.8,7860.0,7714.0,7859.0,7818.5,7769.78,471496,366342084620000.0,60700,237896,0.5046
